,married,race,loan_decision,occupancy,loan_amount,applicant_income,num_units,num_dependants,self_employed,monthly_income,purchase_price,liquid_assets,mortage_payment_history,consumer_credit_history,filed_bankruptcy,property_type,gender
327,true,white,approve,1,144,141,1,0,false,2773,160.0,33.0,2,6,false,2,male
328,true,white,approve,1,135,110,1,0,false,4642,240.0,77.0,1,1,false,2,male
329,true,white,approve,1,110,26,1,0,false,2415,122.0,25.0,2,1,false,1,male
330,true,white,approve,1,50,36,1,0,false,1977,230.0,31.0,1,1,false,2,male
331,true,white,approve,2,115,50,2,0,false,4188,215.0,140.0,2,1,false,3,male
332,true,white,approve,1,125,88,1,0,true,7016,165.0,200.0,1,1,false,2,male
333,false,white,approve,2,240,72,1,0,false,8567,300.0,188.0,1,1,false,1,male
334,true,black,approve,1,210,36,3,3,false,1706,235.0,23.0,2,5,false,3,male
335,false,black,approve,1,189,60,2,2,false,4968,289.0,109.0,2,1,false,3,female
336,false,hispan,approve,1,176,180,1,0,true,14986,196.0,4.5,2,2,true,2,female
337,false,white,approve,1,200,54,2,0,false,2065,250.0,45.0,2,1,false,3,female
338,true,black,approve,1,172,81,1,0,false,4153,192.0,12.0,2,2,false,2,male
339,true,white,approve,1,125,45,1,0,false,2940,125.0,11.4,1,1,false,2,male
340,true,white,approve,1,131,64,1,0,false,1759,164.0,38.0,2,1,false,1,male
341,false,black,approve,1,102,36,1,2,false,3400,115.0,14.0,2,5,false,1,female
342,true,white,approve,1,133,89,1,2,false,4288,148.0,25.0,2,1,false,2,male
343,true,white,approve,1,188,108,1,0,false,4666,251.0,97.0,2,2,false,2,male
344,false,black,reject,1,108,43,1,0,false,2101,171.0,38.0,2,6,false,2,female
345,true,white,approve,1,125,54,1,3,false,4490,215.0,10.0,1,1,false,2,male
346,false,white,approve,1,151,107,1,0,false,4843,188.6,18.4,2,6,false,2,male
347,true,white,approve,1,297,135,1,0,false,13650,410.0,121.0,2,1,false,1,male
348,true,white,approve,1,138,78,1,0,false,2917,173.0,63.0,1,3,false,2,male
349,true,black,reject,1,135,56,1,0,false,4700,150.0,8.0,2,4,false,2,male
350,true,white,approve,1,144,80,2,0,false,4225,189.0,57.0,2,1,false,3,male
351,true,white,approve,1,281,94,1,3,false,7976,350.0,81.0,2,1,false,2,male
352,false,white,approve,1,115,69,1,0,false,3808,145.0,70.0,2,1,false,2,male
353,true,white,approve,1,152,99,1,0,false,4652,171.0,28.0,2,1,false,2,male
354,.,hispan,approve,1,160,60,2,.,false,3816,184.0,39.0,2,6,true,3,male
355,true,white,approve,1,130,65,1,0,false,3445,192.0,18.0,1,2,false,2,male
356,true,white,approve,1,187,92,1,0,false,7666,392.0,256.7,2,1,false,2,male
357,true,hispan,approve,1,109,91,1,0,false,2340,136.0,67.0,2,1,false,2,male
358,true,white,reject,1,188,91,1,0,false,2458,210.0,9.0,1,6,true,2,male
359,false,white,approve,1,107,48,1,0,false,3975,119.0,15.0,2,2,true,2,male
360,true,white,approve,1,148,74,1,2,false,6125,185.0,52.0,1,1,false,2,male
361,false,white,approve,1,126,44,1,0,false,3695,139.0,35.0,2,2,false,2,male
362,true,white,approve,1,278,115,1,3,false,9583,370.0,141.0,1,1,false,2,male
363,false,white,approve,1,95,43,1,0,false,3250,125.0,1.5,1,2,false,1,female
364,true,white,approve,1,100,51,1,1,false,3052,243.0,40.0,1,1,false,2,male
365,false,white,approve,1,65,54,1,0,false,4463,160.0,133.0,2,1,false,2,male
366,true,white,approve,1,225,151,1,2,false,11417,255.0,36.0,2,1,false,2,male
367,false,white,reject,1,120,88,1,0,true,7333,149.0,37.0,2,2,false,1,male
368,true,white,approve,1,123,60,1,0,false,3077,140.0,33.0,2,5,false,2,male
369,true,white,approve,1,170,82,1,1,false,5865,455.0,180.0,1,2,false,2,male
370,true,hispan,approve,1,135,31,2,0,false,831,150.0,30.0,2,1,false,3,male
371,true,white,approve,1,400,342,1,2,false,28541,549.0,221.0,1,1,false,2,male
372,true,white,approve,1,139,70,1,1,false,4083,148.0,17.0,1,3,false,1,male
373,false,white,approve,1,87,54,1,0,false,3249,123.0,204.0,2,1,false,1,female
374,true,white,approve,1,210,54,1,0,false,7190,262.0,54.0,2,1,false,2,male
375,false,white,approve,1,113,65,1,0,false,2416,125.0,25.6,2,5,false,2,male
376,true,white,reject,1,216,89,1,2,false,3800,300.0,3.0,4,3,false,2,male
377,true,white,reject,1,232,72,1,0,true,3900,282.5,68.6,2,2,false,2,male
378,true,white,approve,1,60,32,1,0,false,2688,216.0,373.0,2,1,false,1,female
379,true,white,approve,1,130,63,1,0,false,3773,200.0,72.0,2,1,false,2,male
380,true,white,approve,1,230,99,1,2,false,8209,337.5,17.14,2,1,false,2,male
381,true,white,approve,1,94,34,1,4,false,2071,117.0,21.0,1,1,true,2,male
382,false,white,approve,1,136,64,1,0,false,5316,170.0,46.0,2,1,false,2,male
383,true,white,approve,1,144,100,1,0,false,4750,160.0,29.0,2,2,false,2,male
384,true,white,approve,1,139,63,1,0,false,2929,146.0,27.0,1,1,false,2,female
385,true,white,approve,1,118,58,1,1,false,4873,132.0,12.0,2,1,false,2,male
386,true,white,approve,1,127,47,1,1,false,2059,141.0,23.0,2,1,false,2,male
387,true,white,approve,1,70,44,1,2,false,1733,88.0,8.0,1,1,false,2,male
388,true,black,reject,1,152,92,1,0,false,3572,190.0,62.0,2,2,false,2,male
389,false,white,approve,1,170,89,1,1,true,7451,280.0,204.2,1,1,true,2,female
390,true,white,approve,1,79,55,1,0,false,4107,147.0,48.0,1,1,false,2,male
391,false,white,approve,1,131,144,1,0,false,12000,164.0,81.5,2,2,false,1,male
392,false,white,approve,1,150,31,3,0,false,2814,187.0,19.0,1,1,false,3,male
393,true,white,approve,1,100,46,1,2,false,3825,202.0,32.0,2,1,false,2,male
394,true,black,approve,1,111,49,1,2,false,1708,120.0,30.0,2,5,false,2,male
395,false,black,approve,1,118,60,1,0,false,5050,131.0,4.0,2,3,false,1,male
396,true,white,approve,1,490,223,1,0,false,17368,613.0,134.0,1,1,false,2,male
397,false,white,approve,1,155,84,1,0,false,3583,199.0,56.4,2,1,false,2,male
398,true,white,approve,1,185,275,1,1,false,14583,460.0,365.0,1,1,false,2,male
399,true,white,approve,1,176,74,3,2,false,3415,195.9,23.5,2,5,false,3,male
400,true,white,approve,1,82,27,2,1,true,2458,102.0,41.0,1,1,false,3,male
401,true,white,approve,1,154,65,1,0,false,3167,162.0,20.0,2,2,false,2,female
402,true,white,approve,1,85,43,1,1,false,2214,110.0,34.0,2,1,false,2,male
403,true,white,approve,1,140,83,1,0,false,4562,284.0,91.0,2,1,false,2,male
404,true,white,approve,1,186,67,1,0,false,3189,207.0,32.0,2,1,false,2,male
405,true,white,approve,1,106,84,1,0,false,7083,132.0,51.0,1,5,false,2,male
406,true,white,approve,1,166,112,1,0,true,9304,207.0,47.0,1,1,false,1,male
407,false,white,approve,1,95,30,2,0,false,2532,105.0,13.0,2,2,false,3,male
408,true,white,approve,1,100,47,1,0,true,3907,187.0,303.0,1,5,false,1,male
409,true,white,approve,1,131,64,1,0,false,3754,138.0,19.0,2,1,false,2,male
410,false,white,reject,2,50,43,1,0,true,6356,75.0,40.0,2,4,false,2,male
411,true,white,approve,1,135,84,1,2,false,4641,276.0,83.1,1,1,false,2,male
412,true,black,approve,1,224,90,1,1,false,3413,255.0,25.0,1,1,false,2,male
413,true,white,approve,1,82,70,1,0,false,3708,91.0,217.0,2,1,false,1,male
414,true,white,approve,1,159,82,1,1,true,3102,199.0,65.0,2,1,false,2,male
415,true,white,approve,1,102,666,1,0,false,1542,128.0,43.0,1,1,true,2,female
416,true,white,approve,1,185,85,1,0,false,7950,205.0,36.6,2,1,false,2,female
417,true,hispan,reject,1,163,58,1,3,false,3829,290.0,23.9,4,6,false,1,male
418,true,white,approve,1,175,94,1,0,false,5568,235.0,69.0,1,2,false,2,male
419,false,white,approve,1,259,125,1,0,false,10408,288.0,26.0,1,1,false,2,female
420,true,white,approve,2,150,110,2,2,true,4767,210.0,119.0,2,2,false,3,male
421,true,white,approve,1,100,54,2,2,false,3411,190.0,85.0,1,1,false,3,male
422,true,white,approve,1,152,71,1,0,false,5952,190.0,48.6,2,1,false,2,female
423,true,white,approve,1,180,100,1,2,false,5667,273.0,251.0,1,1,false,2,male
424,true,white,approve,1,90,113,1,2,true,9537,100.0,71.0,1,2,false,1,male
425,true,black,approve,1,360,870,1,3,false,72529,450.0,43.0,4,6,false,2,male
426,true,white,approve,1,185,80,1,1,false,6700,350.0,523.7,1,2,false,2,male
427,false,white,approve,1,44,50,1,0,false,4166,74.0,72.3,2,2,false,1,female
428,false,black,approve,1,137,122,1,0,false,2137,153.0,53.0,2,6,false,1,female
429,true,white,approve,1,81,35,1,2,false,2957,101.0,29.0,2,1,false,2,male
430,false,white,approve,1,104,52,1,0,false,4225,131.0,35.0,2,1,false,1,male
431,false,white,approve,1,60,29,1,0,false,2417,215.0,162.0,2,1,false,1,female
432,true,white,approve,1,146,200,1,2,true,16666,182.0,57.0,1,2,false,2,male
433,true,white,approve,1,216,48,1,2,true,10550,277.0,59.0,1,1,false,2,male
434,false,hispan,approve,1,153,160,1,0,true,13333,312.0,572.0,2,1,false,2,male
435,true,white,approve,1,322,122,1,0,true,7375,435.0,168.9,1,5,false,2,male
436,true,white,approve,1,194,86,2,0,false,4300,215.0,49.0,2,1,false,3,male
437,true,white,approve,1,207,93,1,1,false,6250,230.0,22.0,2,1,false,2,male
438,true,white,approve,1,188,91,1,0,false,7583,253.0,340.0,2,5,false,1,male
439,false,white,approve,1,176,77,2,0,false,3208,185.0,14.0,2,2,false,3,male
440,false,white,approve,1,93,44,1,0,false,3692,125.0,58.0,1,1,false,1,female
441,true,hispan,approve,1,145,75,1,2,false,3665,161.0,14.0,2,2,false,2,male
442,true,white,approve,1,149,50,1,2,false,4136,165.0,34.0,2,4,true,2,male
443,true,white,reject,1,257,101,1,0,false,8449,368.0,210.0,2,1,false,2,male
444,false,white,approve,1,105,35,1,0,false,2659,110.0,18.19,2,2,false,2,male
445,true,white,approve,1,370,280,1,3,false,23803,510.0,263.0,2,1,false,2,male
446,false,white,approve,1,130,66,1,0,false,3865,130.0,42.0,2,1,false,2,male
447,true,white,reject,1,131,53,1,0,false,4456,146.0,31.0,2,1,true,2,male
448,true,white,reject,2,160,172,1,1,true,10513,193.0,527.0,1,1,true,2,male
449,true,white,approve,2,102,152,1,2,false,4635,312.0,258.0,1,1,false,2,male
450,true,black,approve,1,96,48,1,0,false,4500,128.0,53.1,2,3,false,1,.
451,true,white,approve,1,65,255,1,0,false,750,81.0,441.0,1,3,false,1,female
452,true,white,approve,1,135,55,1,0,false,3571,152.0,35.0,1,1,false,2,male
453,false,white,approve,1,106,41,1,0,false,3400,133.0,67.0,2,2,false,2,female
454,true,white,approve,1,125,56,1,4,false,4599,128.0,82.78,1,1,false,2,male
455,true,white,approve,1,180,108,1,0,false,4983,435.0,80.0,1,2,false,2,male
456,false,white,approve,1,70,44,1,0,false,3650,78.0,20.0,2,1,false,1,female
457,true,white,approve,1,265,135,1,3,false,6250,470.0,156.0,1,1,false,2,male
458,false,white,approve,1,136,64,1,0,false,5316,170.0,46.0,2,1,false,2,male
459,false,white,approve,1,150,62,1,0,false,5200,301.0,32.0,2,4,false,1,female
460,false,white,approve,1,107,44,1,0,false,2333,113.0,11.0,2,1,false,2,male
461,false,white,approve,1,56,37,1,0,true,3106,70.0,53.0,1,1,false,1,male
462,true,white,approve,1,182,102,1,0,false,6080,365.0,162.8,2,1,false,2,male
463,false,white,reject,1,95,37,1,0,false,3066,100.0,33.0,2,2,false,2,male
464,true,black,approve,1,104,40,1,2,false,2062,116.0,29.0,2,1,false,2,male
465,false,white,approve,1,83,43,1,0,false,3571,83.0,7.0,1,1,false,1,male
466,false,white,approve,1,650,242,1,0,true,20166,1050.0,429.0,2,1,false,1,male
467,true,black,approve,1,135,51,1,5,false,3153,150.0,15.0,2,6,false,2,male
468,false,white,approve,1,77,63,1,2,false,3235,105.0,28.0,2,1,false,2,male
469,false,white,approve,1,200,60,3,0,false,5058,350.0,186.0,1,1,false,3,female
470,false,white,approve,1,74,48,1,0,false,2014,74.0,26.0,1,4,false,1,male
471,false,white,approve,1,252,120,1,0,false,10000,315.0,87.0,2,3,false,2,male
472,true,white,approve,1,130,66,1,0,true,3188,320.0,210.0,2,1,false,2,male
473,true,white,approve,1,170,90,1,3,false,7500,255.0,65.0,1,3,true,2,male
474,false,white,approve,1,104,49,1,0,false,1958,130.0,38.0,2,1,false,2,female
475,false,white,approve,1,70,33,1,0,false,2718,87.0,31.0,2,1,false,1,male
476,true,white,approve,1,119,51,1,0,false,2623,159.0,49.0,2,2,false,2,male
477,true,white,approve,1,225,75,1,2,false,6291,260.0,35.0,1,2,false,2,male
478,true,white,approve,1,101,666,1,0,false,6250,112.0,12.0,2,1,false,1,male
479,true,white,approve,1,25,41,1,0,true,3459,25.0,47.52,1,1,false,2,male
480,true,white,approve,1,390,162,1,3,false,13518,488.0,138.8,1,5,false,2,male
481,true,black,approve,1,168,94,1,0,false,2756,210.0,103.0,2,5,false,2,male
482,true,white,approve,1,87,39,1,3,false,3466,109.0,27.0,2,2,false,2,male
483,true,white,approve,1,185,85,1,1,false,4364,240.0,57.2,2,5,false,2,male
484,false,hispan,approve,1,102,64,1,0,false,4895,127.0,27.5,2,4,false,2,male
485,true,white,approve,1,290,120,1,3,false,4000,399.5,256.4,1,1,true,2,male
486,true,black,reject,1,84,55,1,0,false,4583,105.0,32.0,2,1,false,1,female
487,true,white,approve,1,100,77,1,2,false,4766,150.0,21.0,1,2,false,2,male
488,true,black,approve,1,88,82,1,2,true,3316,73.0,16.0,1,1,false,2,male
489,false,white,approve,1,242,192,1,0,false,14999,307.0,96.0,1,3,true,2,male
490,true,hispan,reject,1,129,68,1,2,false,4200,136.0,25.34,2,2,false,2,male
491,false,black,approve,1,108,46,1,0,false,2275,135.0,39.0,2,2,false,2,female
492,true,white,approve,1,500,641,1,1,true,46667,825.0,1687.0,1,1,false,2,male
493,true,white,approve,1,123,83,1,1,false,4609,154.0,48.0,2,6,false,2,male
494,true,white,reject,1,185,86,1,2,false,5042,365.0,23.0,1,3,false,2,male
495,false,white,approve,1,168,65,1,0,false,5417,210.0,61.0,2,1,false,2,male
496,true,white,approve,1,110,67,1,5,false,6260,195.0,69.0,1,1,false,2,female
497,true,white,approve,1,256,90,1,1,false,3333,320.0,93.0,1,3,false,2,male
498,true,white,approve,1,140,135,1,0,false,3500,310.0,122.0,2,1,false,2,male
499,true,white,approve,1,120,48,1,0,false,2037,130.0,33.0,2,1,false,2,male
500,true,white,approve,1,250,103,1,2,false,8562,330.0,52.7,1,1,false,2,male
501,false,white,approve,1,175,83,1,0,true,6950,350.0,842.0,2,1,false,2,male
502,true,white,approve,1,150,63,1,2,false,4247,228.0,77.0,1,1,false,2,male
503,true,white,approve,1,100,58,1,0,false,2500,125.0,30.7,2,2,false,2,female
504,true,white,approve,1,122,57,1,0,false,2698,152.0,52.02,2,2,false,2,male
505,true,white,approve,1,187,141,1,2,false,11757,360.0,322.7,1,6,false,2,male
506,false,hispan,approve,1,126,62,1,0,false,3250,140.0,50.1,1,1,false,2,male
507,true,hispan,approve,1,122,37,1,2,false,1841,135.0,21.0,2,1,true,2,male
508,false,white,approve,1,215,107,1,0,true,8881,282.0,147.0,1,1,false,2,male
509,true,white,approve,1,170,84,1,0,false,2667,289.0,60.0,2,1,false,2,male
510,true,white,approve,1,168,70,1,1,false,1560,210.0,96.0,2,1,false,2,male
511,true,black,approve,1,100,28,1,0,false,2330,120.0,80.0,1,1,false,2,female
512,false,white,approve,1,62,56,1,0,false,4685,111.0,500.0,2,1,false,2,male
513,true,white,approve,1,70,69,1,2,false,14866,427.0,186.0,2,5,false,2,female
514,true,white,approve,1,61,144,1,3,false,9719,76.0,240.0,1,1,false,1,male
515,true,white,approve,1,30,36,1,1,false,1538,30.0,4.0,2,1,false,2,male
516,false,white,approve,1,225,140,1,0,false,10000,325.0,398.0,1,1,false,1,female
517,true,white,approve,1,125,68,1,0,false,4860,225.0,63.0,2,4,false,2,male
518,true,white,approve,1,128,59,1,0,false,2722,142.0,21.3,2,2,false,2,male
519,true,white,approve,1,112,48,1,0,false,2814,125.0,17.0,2,5,false,2,male
520,true,white,approve,1,150,107,1,0,false,3708,234.0,59.0,2,1,false,2,male
521,true,white,approve,1,121,44,1,0,false,1898,140.0,36.0,2,1,false,2,male
522,true,white,approve,1,214,86,1,2,false,5831,285.0,33.0,1,1,false,2,male
523,true,white,approve,2,186,264,1,1,true,19420,275.0,534.0,2,1,false,1,male
524,true,white,approve,1,188,83,1,3,false,6835,275.0,99.0,1,1,false,2,male
525,false,hispan,reject,1,118,75,1,0,false,6277,124.0,17.0,2,2,true,2,male
526,true,white,approve,1,152,76,1,0,true,2577,190.0,203.0,1,1,false,2,male
527,false,white,approve,1,50,34,1,0,false,2387,75.0,49.0,2,1,false,2,male
528,false,white,approve,1,244,110,1,0,false,9166,305.0,39.7,1,2,false,2,male
529,true,hispan,reject,1,113,56,1,2,false,2281,119.0,7.0,1,1,false,2,male
530,false,white,approve,1,153,72,1,0,true,6044,170.0,10.0,2,2,false,2,female
531,false,white,approve,1,131,53,1,0,false,4452,145.0,50.93,1,1,false,1,male
532,false,white,approve,1,50,39,1,0,false,3254,63.0,14.0,1,3,false,2,male
533,true,white,approve,1,600,400,1,6,false,39999,1175.0,519.0,4,3,false,2,male
534,true,white,approve,1,68,34,1,0,false,2795,86.0,41.0,2,1,false,2,female
535,true,white,approve,1,113,54,2,0,false,1561,125.0,36.2,2,5,false,3,female
536,true,white,approve,1,143,66,1,1,false,1777,159.0,20.0,2,3,false,2,male
537,true,white,approve,1,480,127,1,2,false,10566,600.0,665.0,1,2,false,2,male
538,true,white,approve,1,160,72,1,1,false,6000,178.0,26.0,1,2,false,2,male
539,true,black,reject,1,65,27,1,0,false,2262,72.0,9.0,2,4,true,1,female
540,true,white,approve,1,187,114,1,1,false,9538,245.0,129.0,1,1,false,2,male
541,false,white,approve,1,74,51,2,0,false,4229,78.0,121.0,2,1,false,3,male
542,true,white,approve,2,200,95,2,0,false,2917,170.0,53.0,1,3,true,2,male
543,false,white,approve,1,120,61,1,0,false,2980,150.0,36.0,2,2,false,1,male
544,true,white,approve,1,116,47,1,1,false,3901,145.0,29.0,1,1,false,2,male
545,true,white,approve,1,50,42,1,2,false,2687,168.0,65.0,1,2,false,2,male
546,true,white,approve,1,120,63,1,2,false,2470,160.0,9.0,3,5,false,2,male
547,false,white,approve,1,56,30,1,0,false,2483,70.0,16.0,2,1,false,1,male
548,true,white,approve,1,176,74,1,2,false,7708,186.2,35.0,1,2,false,2,male
549,true,white,approve,1,255,120,1,0,false,4583,283.0,64.0,2,1,false,1,male
550,true,white,approve,1,106,49,1,2,false,3817,111.5,15.6,2,5,false,2,male
551,false,white,approve,1,75,56,1,0,false,2697,135.0,154.0,2,1,false,2,male
552,true,white,approve,1,70,61,1,2,false,5026,137.0,105.0,2,1,false,1,male
553,false,white,approve,1,138,35,2,0,false,3921,149.6,44.35,1,2,false,3,female
554,false,white,approve,1,103,39,1,0,false,3332,115.0,27.0,2,2,false,2,female
555,false,hispan,reject,1,107,70,1,0,false,2243,113.0,4.0,2,3,false,2,male
556,false,white,approve,1,128,60,1,1,true,6000,160.0,144.0,2,1,false,2,male
557,true,white,approve,1,98,46,1,0,false,1863,122.0,34.0,2,1,false,2,male
558,true,hispan,reject,1,200,43,1,0,false,3417,145.0,44.0,2,1,false,2,female
559,true,white,reject,1,275,96,1,0,false,7933,371.0,91.0,1,1,false,2,male
560,false,white,reject,1,119,40,1,0,false,1596,125.0,12.0,2,1,false,2,male
561,true,white,approve,1,128,99,1,1,true,6994,376.0,308.0,2,1,false,2,male
562,true,white,reject,1,121,52,1,1,false,3089,127.0,12.0,2,2,false,2,male
563,false,white,approve,1,400,34,1,0,true,2762,300.0,14.28,1,1,false,2,male
564,true,white,approve,1,120,54,1,8,false,4513,240.0,30.0,1,1,false,2,male
565,true,white,approve,1,140,54,1,0,false,4500,140.0,35.8,2,1,false,1,male
566,false,white,approve,1,352,122,1,0,true,10141,440.0,89.0,1,1,false,2,female
567,true,white,approve,1,158,67,2,2,false,4167,175.0,10.3,2,1,false,1,male
568,false,white,approve,1,170,69,1,1,false,5458,239.0,102.0,1,1,false,2,male
569,true,white,approve,2,75,113,1,0,false,9323,140.0,154.1,1,2,false,2,male
570,true,white,approve,1,165,70,1,0,false,4523,245.0,180.0,1,2,false,2,male
571,true,white,approve,1,182,82,1,0,false,3707,227.0,18.3,1,1,false,2,male
572,true,white,approve,1,100,72,2,2,true,5000,125.0,224.0,2,1,false,3,male
573,true,white,approve,1,171,101,1,0,false,5076,190.0,23.0,2,5,false,2,male
574,true,black,reject,1,112,55,1,0,false,4583,140.0,36.0,2,1,false,1,female
575,true,white,approve,1,129,70,1,0,false,2439,161.0,228.0,1,1,false,1,male
576,false,black,reject,1,63,27,1,0,false,2237,125.0,100.0,2,6,true,1,male
577,true,white,approve,1,200,96,1,2,false,8000,335.0,90.5,1,1,false,2,male
578,true,white,approve,1,95,43,1,0,false,1820,106.0,14.0,2,3,false,1,male
579,true,white,approve,1,300,132,1,1,false,6250,425.0,257.0,1,1,false,2,male
580,false,white,approve,1,112,80,1,3,true,4120,140.0,12.85,1,1,false,2,male
581,false,white,reject,1,108,52,1,0,true,4742,120.0,17.0,2,2,false,2,female
582,true,white,approve,1,700,621,1,3,false,51763,1345.0,814.0,1,3,false,2,male
583,true,white,reject,1,81,47,1,4,false,3522,90.0,32.0,2,1,false,2,male
584,true,white,approve,1,93,49,1,1,false,4082,183.0,77.0,2,1,false,2,male
585,false,white,approve,1,90,49,1,0,false,4063,124.0,83.0,2,1,false,1,female
586,false,white,approve,1,102,41,1,0,false,3417,113.0,16.0,2,1,false,1,female
587,true,white,approve,1,110,38,1,0,false,3640,110.0,0.759,1,2,false,2,male
588,true,hispan,approve,1,122,76,1,2,false,2922,136.0,17.0,2,2,false,2,female
589,true,white,approve,1,137,62,1,0,false,5167,227.0,37.2,1,2,false,2,male
590,true,black,approve,1,88,41,1,2,false,3170,110.0,13.5,2,1,false,2,male
591,true,white,approve,1,187,136,1,0,false,5708,212.0,44.0,1,1,false,2,male
592,true,black,approve,1,114,41,3,2,false,3178,120.0,14.0,2,1,false,3,male
593,true,white,approve,1,123,61,1,0,false,2600,129.0,6.5,2,1,false,2,male
594,false,white,approve,1,75,39,1,0,false,3292,128.0,82.0,2,1,false,1,male
595,true,white,approve,1,103,43,1,0,false,1687,108.0,12.0,2,1,false,2,male
596,true,white,approve,1,160,107,1,0,false,4167,275.0,190.0,1,1,false,2,male
597,true,white,approve,1,232,125,1,3,false,10417,290.0,71.0,1,1,false,2,male
598,false,white,approve,1,157,100,1,3,false,4243,165.0,13.0,2,1,false,2,male
599,true,white,approve,1,171,70,1,0,false,3169,214.0,43.0,1,1,false,2,male
600,true,hispan,reject,1,87,26,1,0,true,4344,217.0,1.0,1,6,false,2,male
601,true,white,approve,1,183,23,1,1,false,4984,266.0,161.0,1,1,false,2,male
602,true,white,approve,1,130,54,1,2,false,4497,163.0,38.0,2,1,false,2,female
603,true,black,approve,1,116,65,1,0,false,3497,145.0,62.0,2,2,false,2,male
604,false,black,reject,1,180,30,3,0,false,0,200.0,5.0,2,4,true,3,female
605,true,white,approve,2,101,47,1,2,false,2045,145.0,1.0,1,2,false,2,male
606,true,white,approve,1,92,47,1,3,false,3120,102.0,16.0,1,1,false,2,male
607,true,white,reject,1,495,202,1,3,false,5516,594.0,118.0,1,2,false,2,male
608,true,white,approve,1,80,57,1,1,false,1516,100.0,38.0,2,2,false,2,male
609,true,white,approve,2,114,88,1,1,false,3180,142.0,162.0,1,1,false,1,male
610,false,black,reject,1,104,51,2,0,false,1762,135.0,16.0,2,6,false,3,female
611,true,white,approve,1,221,116,1,0,false,6167,246.0,23.0,2,1,false,2,male
612,false,white,approve,1,119,37,1,0,false,3066,149.0,49.0,1,2,false,2,female
613,true,white,approve,1,116,45,1,1,false,3750,145.0,54.0,2,2,false,2,male
614,true,white,approve,1,124,59,1,3,false,4890,155.0,60.0,2,1,false,2,male
615,true,white,approve,1,101,51,1,0,false,3003,126.0,65.0,2,1,false,2,male
616,true,white,approve,1,144,83,1,0,false,3834,155.0,100.0,2,1,false,2,.
617,true,white,approve,1,112,70,1,2,false,5800,159.9,153.6,2,1,false,2,male
618,false,white,approve,1,105,37,1,0,false,3004,135.0,47.0,2,1,false,2,male
619,true,black,reject,1,213,30,2,2,false,724,232.0,25.0,2,4,false,3,male
620,false,white,approve,1,105,66,1,0,false,2928,115.48,26.52,1,5,false,1,female
621,true,white,approve,1,125,62,1,2,false,5231,170.0,131.0,1,1,false,2,male
622,true,white,approve,1,70,35,1,2,false,2917,160.0,34.0,1,2,false,2,female
623,true,white,approve,1,50,30,1,2,false,2080,171.0,164.0,1,1,false,2,male
624,false,white,approve,1,65,38,1,0,false,3125,81.0,10.0,2,1,false,1,male
625,true,white,approve,1,80,50,2,3,false,4136,210.0,124.0,2,1,false,3,male
626,true,white,approve,1,59,69,1,2,false,3427,65.0,10.3,2,6,false,1,male
627,false,white,reject,1,102,44,1,0,false,2333,113.0,16.0,2,5,false,1,male
628,true,white,approve,1,250,96,1,2,false,7967,330.0,55.86,1,1,false,2,male
629,false,white,approve,1,51,34,1,0,false,2873,57.0,30.0,2,1,false,1,female
630,true,white,reject,1,180,164,1,1,false,6400,262.0,184.0,2,6,false,2,male
631,false,white,reject,1,67,84,1,0,false,1916,74.0,21.0,2,1,false,1,male
632,false,white,approve,1,137,75,1,0,false,3008,182.0,15.63,2,2,false,2,female
633,true,white,approve,2,73,55,1,0,false,4600,113.0,69.0,1,1,false,1,male
634,true,white,reject,1,260,228,1,1,false,33846,325.0,159.0,1,1,false,2,male
635,true,white,approve,1,320,220,1,3,false,18300,450.0,223.6,1,1,false,2,male
636,true,white,approve,1,108,48,1,0,false,3625,135.0,31.0,2,6,true,2,female
637,true,white,approve,1,120,48,1,0,true,39147,150.0,54.0,1,1,false,2,male
638,true,black,reject,1,66,26,1,1,true,2178,96.0,15.1,2,5,true,1,male
639,false,white,approve,1,153,69,1,0,false,5750,191.0,60.0,2,2,false,2,female
640,true,white,approve,1,58,54,1,0,false,2383,160.0,31.0,1,1,false,2,male
641,true,white,approve,1,168,72,1,0,true,674,224.0,79.0,2,2,false,2,female
642,true,black,approve,1,90,52,1,1,false,2732,112.0,23.0,2,5,false,2,male
643,true,white,approve,1,210,85,1,1,false,7054,263.0,72.0,2,1,false,2,male
644,true,white,approve,1,188,86,1,0,false,9328,278.0,15.0,2,5,true,2,male
645,true,white,approve,1,185,84,1,2,false,7000,315.0,193.8,1,2,false,2,male
646,false,white,approve,1,68,40,1,0,false,3300,80.0,1.0,2,1,false,1,female
647,true,white,approve,1,146,74,1,0,false,2333,158.0,20.0,2,1,false,2,male
648,true,white,approve,1,135,59,1,3,false,3350,150.0,32.6,2,1,false,2,male
649,false,white,approve,1,187,107,1,0,false,2500,210.0,28.0,2,5,false,2,male
650,false,white,approve,1,48,59,1,0,false,4885,60.0,99.0,2,1,false,1,male
651,true,white,approve,1,152,77,1,0,false,3750,190.0,51.0,2,2,false,2,male
652,false,white,reject,1,300,150,1,0,false,12500,505.0,1297.0,2,6,true,1,female
653,false,white,reject,1,164,132,2,0,false,12000,164.0,129.0,1,1,false,3,male
654,true,white,approve,1,160,78,1,0,false,6033,234.0,100.0,2,1,false,2,male
655,false,white,approve,1,76,44,3,0,false,3858,136.0,13.7,1,6,false,3,male
656,true,white,approve,1,143,60,1,2,false,5000,178.0,75.0,2,2,false,2,male
